"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1909301539648553238","Mon Apr 07 17:45:34 +0000 2025","267","Jujur gw ada foto seperti ini TOLAK RUU TNI TOLAK RUU PENYIARAN TINDAK LANJUTI DALANG DI BALIK TRAGEDI SEMANGGI https://t.co/UqpQBnhE9Y","1909301539648553238","https://pbs.twimg.com/media/Gn8zn1BbwAANI17.jpg","","in","Jl. Kaliurang","0","4","61","https://x.com/mushybouquet/status/1909301539648553238","1640290100008603648","mushybouquet"
"1909300863119900903","Mon Apr 07 17:42:53 +0000 2025","0","besok mau iseng gacha sekali di wl vbs.. klo dapet akito aku gambar akito pake maid dress","1909300863119900903","","","in","20+ / 🇮🇩","0","0","0","https://x.com/zahrapepesikan/status/1909300863119900903","1801920491042861057","zahrapepesikan"
"1909300503668023445","Mon Apr 07 17:41:27 +0000 2025","1","yaudah met malem ges subuh bangun buat sahur.. bayar utang puasa ","1909300503668023445","","","in","20+ / 🇮🇩","0","0","0","https://x.com/zahrapepesikan/status/1909300503668023445","1801920491042861057","zahrapepesikan"
"1909292141660323974","Mon Apr 07 17:40:46 +0000 2025","0","@CNeko24 THANK YOU TOOO~~ SEMANGAT BESOK KULIAHH","1909300331655381474","","CNeko24","in","20+ / 🇮🇩","0","0","0","https://x.com/zahrapepesikan/status/1909300331655381474","1801920491042861057","zahrapepesikan"
"1909300215364173835","Mon Apr 07 17:40:19 +0000 2025","0","lagi panas ttng RUU TNI cowo gw lg di kereta ada bapa bapa tni kolot AROGAN BANGET NAJIS masa dia di gerbong makan tidur kondisi lagi rame yang mau makan di tidur rebahan di kursi mana cuma mesen lemineral doang trs di tegur polisi kereta malah dia yang ngamuk #TolakRUUTNI","1909300215364173835","","","in","","0","1","0","https://x.com/yaamiennn/status/1909300215364173835","1302911708571168768","yaamiennn"
"1909300103745294656","Mon Apr 07 17:39:52 +0000 2025","0","Kocak lu kerja aja belum baru mbg gagal ruu tni ngerusakz dari mana tuh nilai 6","1909300103745294656","","","in","","0","1","0","https://x.com/angelforV/status/1909300103745294656","1388632261927473153","angelforV"
"1909299127269441610","Mon Apr 07 17:39:09 +0000 2025","0","Yes ruu Tni berdampak Investor jadi takut masuk karna banyak ricuh. Yes everything chaos. Tapi bukan cuma kita. Trump emang terkenal suka ngeguncang market. liat data masa ke pemimpinan dia periode 1. Everything will go back anytime soon. Bull.","1909299921792217182","","marpaung_glen","in","","0","0","0","https://x.com/marpaung_glen/status/1909299921792217182","1516820870383411201","marpaung_glen"
"1909295039878148446","Mon Apr 07 17:31:18 +0000 2025","40","@doymoody_ udah kaya RUU tni dah pokonya","1909297949244600802","","doymoody_","in","loovie place ꪔ̤̥ ","0","1","0","https://x.com/queliie/status/1909297949244600802","1660538809648558080","queliie"
"1909297660445835378","Mon Apr 07 17:30:09 +0000 2025","38","ini orang menurut gue kayak hidup di bubble nya sendiri bilang gak takut pasar modal lah demo kemarin kemarin dibayar nonton anj terutama yang milih ni orang kemarin liat ini pendapat jagoan lu nih. dia tuh bangga banggain tni banget (ada pimred yang nanya ruu tni) (tbc) https://t.co/NT0OXWrAMh","1909297660445835378","https://pbs.twimg.com/media/Gn8wGm1agAAY5OO.jpg","","in","","1","1","6","https://x.com/dipangiljek/status/1909297660445835378","1224675704882614272","dipangiljek"
"1909288864625443197","Mon Apr 07 16:56:40 +0000 2025","0","igs gw bulan lalu waktu ruu tni ","1909289232792944676","","mingyuipb","in","she/they — selective.","0","0","0","https://x.com/mingyuipb/status/1909289232792944676","1366398049434497028","mingyuipb"
"1909220939532808646","Mon Apr 07 16:55:39 +0000 2025","1","@tanyarlfes Aku belum paham kenapa medis dibelokkan ke polri kenapa tidak ada transparasi ruu tni kenapa tergesa gesa. Dari tadi muter muter di rakyat tidak masalah sedangkan nyatanya demo pun semakin berlarut karena ndak ada tanggapan pemerintah bahkan media pun ndak pro rakyat","1909288974935605378","","tanyarlfes","in","","0","0","0","https://x.com/ameth15t/status/1909288974935605378","1875906375412514816","ameth15t"
"1909267112700654076","Mon Apr 07 16:54:12 +0000 2025","0","walopun gw ngikutin tren mekap dari 2015 instagram mekap (jiakh sok sepuh lu) tp kalo kutek dulu gw ga tertarik tp apparently holo taco juga udah booming waktu itu....mungkin karena mba cristine orangnya seru dah konsisten livestream jadi banyak pelanggan setia ampe sekarang.....","1909288612795236412","","komunalkiri","in","#IndonesiaGelap","0","1","0","https://x.com/komunalkiri/status/1909288612795236412","1850562084486172672","komunalkiri"
"1909287921666211948","Mon Apr 07 16:51:28 +0000 2025","0","sadly isu demo ruu tni ini ga bner seluruh indonesia tau even org yg aktif pegang hp...","1909287921666211948","","","in","ketupat tahu","0","0","0","https://x.com/bolonganbaju/status/1909287921666211948","1353354223673438208","bolonganbaju"
"1909275475190468883","Mon Apr 07 16:51:18 +0000 2025","2","@wahyuernawan_ @KompasTV Secara objektif demo menolak RUU TNI pada 20 Maret 2025 kemungkinan murni mencerminkan penolakan publik yang luas terhadap perluasan peran militer dalam pemerintahan sipil. Melibatkan mahasiswa aktivis dan kelompok masyarakat skala besar dan sentimen negatif (81% di media","1909287881333408119","","wahyuernawan_","in","wherever you are","0","1","1","https://x.com/grok/status/1909287881333408119","1720665183188922368","grok"
"1909287656749682743","Mon Apr 07 16:50:24 +0000 2025","0","Dibayar gimana kochak masa aksi sebanyak itu masih dibilang dibayar kan lucu. Terus orang - orang yang demo buat mendukung pengesahan RUU TNI kemarin dan waktu ditanya gak tau apa - apa kok ga dibahas bukanya itu yang lebih mencurigakan kalo merekalah yang di bayar ?????","1909287656749682743","","","in","","0","0","0","https://x.com/Gmalnutrisi/status/1909287656749682743","1543457663077724160","Gmalnutrisi"
"1909119766356447282","Mon Apr 07 16:48:22 +0000 2025","0","@AgungLa03498428 @kumparan eemang ga ada yg bermasalah sih dari ruu tni","1909287145086632098","","AgungLa03498428","in","","0","0","0","https://x.com/MBLiberito/status/1909287145086632098","1881223177462054912","MBLiberito"
"1909119478748819554","Mon Apr 07 16:48:16 +0000 2025","0","@OggyZilly43173 @kompascom emang ga ada yg bermasalah sih dari ruu tni","1909287119367159992","","OggyZilly43173","in","","0","0","0","https://x.com/MBLiberito/status/1909287119367159992","1881223177462054912","MBLiberito"
"1909275475190468883","Mon Apr 07 16:48:11 +0000 2025","0","@KompasTV @grok demo menolak ruu tni kemarin apakah murni? Jawab secara objektif","1909287096462053633","","KompasTV","in","Long and Winding Road","0","1","0","https://x.com/wahyuernawan_/status/1909287096462053633","372147335","wahyuernawan_"
"1909286944707952780","Mon Apr 07 16:47:35 +0000 2025","0","mina rambut gini napa lucu bgt si anjir GEMESS COK PENGEN BUNGKUSS BAWA KERUMAHH ","1909286944707952780","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909286944707952780","1277749237606842369","ayanggsaida"
"1909286458294403266","Mon Apr 07 16:45:39 +0000 2025","0","achen udah nanon guee jangan di usilin mulu ","1909286458294403266","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909286458294403266","1277749237606842369","ayanggsaida"
"1909285769531040224","Mon Apr 07 16:42:54 +0000 2025","0","MIYEON NIH WOA BGT ANJIR","1909285769531040224","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909285769531040224","1277749237606842369","ayanggsaida"
"1909220939532808646","Mon Apr 07 16:42:31 +0000 2025","0","@nahkebs @tanyarlfes buat ruu ini udah blm si kak? uu tni sm ruu polri. mau tautannya :(","1909285671958982992","","nahkebs","in","","0","0","0","https://x.com/fahirawin/status/1909285671958982992","1304377141413388289","fahirawin"
"1909220939532808646","Mon Apr 07 16:42:22 +0000 2025","0","@rebahannojutsu @tanyarlfes Siapa yg mau bayar demo ruu tni njir ","1909285633228485084","","rebahannojutsu","in","","0","0","0","https://x.com/zonebyna/status/1909285633228485084","1579077795992719363","zonebyna"
"1909211099813077143","Mon Apr 07 16:41:36 +0000 2025","0","@pandji Ah masih gue anggep gimik sok kerss. Masalahnya kemaren ruu tni doi diem2 bae","1909285441372925990","","pandji","in","Wakanda Forever ","0","0","0","https://x.com/arrckd/status/1909285441372925990","1193723206030331904","arrckd"
"1909204166196732280","Mon Apr 07 16:37:30 +0000 2025","0","@convomf gue udh ga pernah nonton podhub semenjak ada video kepala miring sambil klarifikasi ruu tni ","1909284407661449293","","convomf","in","","0","0","0","https://x.com/koobytaedy/status/1909284407661449293","1240306334152527872","koobytaedy"
"1909041556214186152","Mon Apr 07 16:35:49 +0000 2025","0","@BelengBeleng687 ini mulu gua udah muak china udh mulai otw 2050 ini masih sibuk urus ijazah klw ga itu RUU TNI IHSG Kurs Rupiah to Dolar Agama. Buatlah sesuatu yg buat org tertarik udah bosen dari tahun² ini² mulu.","1909283983080522104","","BelengBeleng687","in","","0","1","0","https://x.com/arbin_din/status/1909283983080522104","1342346191984492545","arbin_din"
"1909283924397953287","Mon Apr 07 16:35:35 +0000 2025","0","yeelah elu kan yang nyewa orang buat dukung ruu tni itu? munafik lu wo. nuduh orang ini itu taunya diri sendiri yg begitu. malu udah bau tanah tapi kelakuan masih kaya demit. amit-amit.","1909283924397953287","","","in","","0","0","0","https://x.com/douneedmee/status/1909283924397953287","1773396360227930112","douneedmee"
"1909218333473353904","Mon Apr 07 15:54:12 +0000 2025","1","@KompasTV Ada kok demo yang dibayar yang ditanya malah gak tau kenapa ngebela dukung ruu tni di depan massa demo penolakan ruu tni ","1909273511111377117","","KompasTV","in","","0","0","0","https://x.com/juurinomono/status/1909273511111377117","338291943","juurinomono"
"1909271193754141100","Mon Apr 07 15:54:07 +0000 2025","0","Naskah RUU TNI dibilang karangan padahal yang asli juga gak dikasih atau sulit diakses berdalih come on kalian punya wakil rakyat. Mahasiswa yang demo dibilang bayaran wkwkwk kok bisa mikirnya gini dipikir zarryhendrik atau ndrewstjan kali. ","1909273492035354827","","perempaun","in","","0","1","0","https://x.com/perempaun/status/1909273492035354827","918305369662746625","perempaun"
"1909174452006609134","Mon Apr 07 15:53:23 +0000 2025","0","@dawgfromdahood Dibayar atau gak dibayar substansi tuntutan demo masih sama. Batalkan perluasan dwi fungsi TNI buka ruang diskusi publik dalam pembahasan RUU. Gak sembunyi2 dari publik kayak maling. Belum masalah efisiensi anggaran.","1909273305301032967","","dawgfromdahood","in","Tobelo","0","0","0","https://x.com/ekatrisnawan/status/1909273305301032967","2281569300","ekatrisnawan"
"1909273288318283802","Mon Apr 07 15:53:19 +0000 2025","0","AAAAHHHHH KONTOOOLLLL. Gak kuat gue. MATI AJA MATI NGENTOOOTTT.","1909273288318283802","","","in","","0","0","0","https://x.com/tiredpianist/status/1909273288318283802","1742857717306507264","tiredpianist"
"1909227704530215262","Mon Apr 07 15:51:48 +0000 2025","0","@kozirama Sejauh ini yg didapatkan adalah kesan kl PS ini seakan tdk peduli sm kondisi masyarakat. Dia punya keinginan dan fokus bgt disitu. MBG Danantara RUU TNI jd contohnya. Pdhl sama sekali bkn prioritas dimana skrg warga sdg bnyak yg kesulitan.","1909272907894935869","","kozirama","in","","0","0","0","https://x.com/fabianjrit/status/1909272907894935869","77702975","fabianjrit"
"1909272632937353355","Mon Apr 07 15:50:44 +0000 2025","0","3. Masa katanya UU TNI yang ada itu cuma krusial membahas pensiun padahal ada pasal yg bahas perluasan kewenangan TNI di K/L HADEH dan perihal RUU POLRI masa jawabannya formatif bgt akan saya pelajari lagi alineanya HADEH","1909272639048434107","","tukartiker","in","","0","0","0","https://x.com/tukartiker/status/1909272639048434107","1446248794002059391","tukartiker"
"1909201289067819362","Mon Apr 07 15:50:16 +0000 2025","6","@syaxcher @OakenStakee Kalo soal UU TNI harusnya dia yg paling tahu karna dia dan partainya adl penggagasnya soal RUU polri dsb ya sekali lagi dia sbg eksekutif harusnya tahu ada yg namanya proses legislasi pembahasan dilakukan eks &amp; legislatif scr bersama2 dan eks punya hak utk tdk setuju(veto)","1909272522773926315","","syaxcher","in","","0","0","0","https://x.com/Muhamma65122018/status/1909272522773926315","1383737022913728515","Muhamma65122018"
"1909272385829875986","Mon Apr 07 15:49:44 +0000 2025","0","1. Upin Ipin 2. Time To Twice 3. GMM (live house high season dsb) ++++++++ 4. Ini talkshow 5. Bercanda tapi santai 6. Ardan FM Nightmare side (cerita nya doang sih podcast nya gitu) 7. SKETSA 8. Adit Sopo Jarwo 9. NickRewind (on top) 10. MasterChef","1909272385829875986","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909272385829875986","1277749237606842369","ayanggsaida"
"1909272076789428440","Mon Apr 07 15:48:30 +0000 2025","0","Benci sama keadaan Indonesia sekarang. Pandangan gue terhadap negara yang menjadi tempat tinggal gue kini berubah. Banyak rakyat bodoh pemerintah pun tak beda jauh.","1909272076789428440","","","in","","0","0","0","https://x.com/tiredpianist/status/1909272076789428440","1742857717306507264","tiredpianist"
"1909271513968365776","Mon Apr 07 15:46:16 +0000 2025","0","demo tolak ruu tni dibayar? kaga kebalik tuh?","1909271513968365776","","","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/cok_jarannn/status/1909271513968365776","994329902756200448","cok_jarannn"
"1909254962246566153","Mon Apr 07 15:45:54 +0000 2025","0","@shizailaa jimin-jeongmin: ‍️","1909271421878247793","","shizailaa","in","dream","0","1","0","https://x.com/blxccat/status/1909271421878247793","1792556581521174528","blxccat"
"1909203651253715370","Mon Apr 07 15:45:45 +0000 2025","0","@kompascom Non-issue tapi nyusun RUU secepat kilat bahkan pesantren kilat aja kalah bikin revisi juga sama2 tidak melibatkan partisipasi masyarakat. Disisi lain udah ada beberapa jabatan yang diisi sama TNI (Bulog dll). Defensif gini sampah","1909271385438106094","","kompascom","in","Indonesia","0","0","0","https://x.com/AqilRafiAl/status/1909271385438106094","1542648413711323137","AqilRafiAl"
"1909271084614164519","Mon Apr 07 15:44:33 +0000 2025","0","I did not vote for this mf. Kenapa gue ikut kena sialan. Prabowo mesti tanggung jawab kerjain tugas gue yang terlantar karena mikirin kondisi Indonesia saat ini.","1909271084614164519","","","in","","0","0","0","https://x.com/tiredpianist/status/1909271084614164519","1742857717306507264","tiredpianist"
"1909174452006609134","Mon Apr 07 15:43:55 +0000 2025","0","@dawgfromdahood bukannya elu yang bayar orang buat dukung ruu tni ya?","1909270923095756874","","dawgfromdahood","in","","0","1","0","https://x.com/babycocainee_/status/1909270923095756874","1447208003589980161","babycocainee_"
"1909195546344243596","Mon Apr 07 15:43:52 +0000 2025","1","@luffydcahyo Saya terganggu dengan ekspresi come on beliau dan iseng saya tanya ke AI. Asumsi saya Pak Presiden menentang semua aksi tolak RUU TNI https://t.co/BSM2niToZ5","1909270912685539483","https://pbs.twimg.com/media/Gn8XxKKboAAqtwR.jpg","luffydcahyo","in","Indonesia","0","0","0","https://x.com/tigamudah/status/1909270912685539483","1728481515569565696","tigamudah"
"1909270381028061332","Mon Apr 07 15:41:52 +0000 2025","0","Demonstrasi dan RUU TNI: https://t.co/pwsRqgpNpZ","1909270409423536528","https://pbs.twimg.com/media/Gn8U6jIb0AAtos_.jpg","agnanph","in","Unknown","0","1","0","https://x.com/agnanph/status/1909270409423536528","224994288","agnanph"
"1909270325004845453","Mon Apr 07 15:41:32 +0000 2025","1","Kira-kira mbak NAJWA bakal nyinggung soal ruu TNI sama pak presiden ga ya? #NAJWA #Pertemuanpresidenjurnalis","1909270325004845453","","","in","ilichil'$ heart","0","0","0","https://x.com/fwzyhhhk_im/status/1909270325004845453","1354219113875460097","fwzyhhhk_im"
"1909269495904161947","Mon Apr 07 15:40:45 +0000 2025","1","@RevaldoWibisono Tidak bijak menyebut demonstrasi RUU TNI dibayar tanpa bukti. Aksi tersebut tampaknya asli didorong oleh mahasiswa dan masyarakat sipil yang khawatir akan supremasi sipil dan demokrasi. Tanpa bukti kuat klaim ini bisa dianggap disinformasi memicu polarisasi dan meremehkan https://t.co/kd94JqvwD7","1909270126114877665","https://pbs.twimg.com/media/GnglrEPaIAA-yGm.jpg","RevaldoWibisono","in","wherever you are","0","0","1","https://x.com/grok/status/1909270126114877665","1720665183188922368","grok"
"1909257983730843982","Mon Apr 07 15:40:29 +0000 2025","1","Bahas RUU TNI dibilang hanya memperpanjang usia pensiun. Terus disuruh mengingat kondisi tahun 1950-an ketika TNI diminta masuk ke politik oleh Soekarno tapi nggak mau bahas relvansi dengan zaman sekarang.","1909270060914606280","","meutiafaradilla","in","","0","2","0","https://x.com/meutiafaradilla/status/1909270060914606280","3835726752","meutiafaradilla"
"1909269831326777608","Mon Apr 07 15:39:34 +0000 2025","0","Apakah di pertemuan ini akan membahas RUU TNI atau pembahasan lain ya masih penasaran kenapa yg diundang cuma 7 jurnalis termasuk mba Najwa #Najwa #Pertemuanpresidenjurnalis","1909269831326777608","","","in","","0","0","0","https://x.com/yyenaa7/status/1909269831326777608","1866133944342847488","yyenaa7"
"1909183403678900271","Mon Apr 07 15:22:57 +0000 2025","0","@akunsudi @sarah_pndjtn @SaptaAtmadja Iya ada koneksi menarik di sini. Komentar @SaptaAtmadja soal makeup sebagai simbol resistensi bisa nyambung ke NARS di protes RUU TNI. Meski nggak ada konfrontasi langsung kayak water cannon makeup mewah bisa jadi bentuk ekspresi diri dan ketahanan apalagi di era digital yang https://t.co/7PZsgWTB7q","1909265648301011039","https://pbs.twimg.com/media/GnglrksaEAAR7NE.jpg","akunsudi","in","wherever you are","0","1","1","https://x.com/grok/status/1909265648301011039","1720665183188922368","grok"
"1909265640176918599","Mon Apr 07 15:22:55 +0000 2025","0","Di otaknya kita sama kek 'dia' kah? Bayar orang and influencer buat nyoblos dia? Bayar buzzer yg dukung ruu tni &amp; bayar rakyat dengan bansos? Sorry bro pemikiran mahasiswa ga sesuai omon-omon lu itu mana mau mereka dibodoh-bodohi dg uang","1909265640176918599","","","in","","0","0","0","https://x.com/luviechilli/status/1909265640176918599","1645374351460679680","luviechilli"
"1909265209182847238","Mon Apr 07 15:21:12 +0000 2025","0","lu bener aja @prabowo masa ringgit aja naek bro","1909265209182847238","","","in","Savannah, GA","0","0","0","https://x.com/leftoverciggs/status/1909265209182847238","1509121106984448007","leftoverciggs"
"1909203651253715370","Mon Apr 07 15:20:49 +0000 2025","6","@kompascom Kombinasi gila tentara dan penjahat ham ya clear pro ruu tni prosesnnya diam2 gt kalau tdk ada yg disembunyikan MAKA TERBUKA TRANSPARAN DAN GA USAH KAYAK MAU PERANG NAKUTIN PAKAI KERAHIN ALUTSISTA UNTUK PAM","1909265108976677293","","kompascom","in","Indonesia","0","0","0","https://x.com/AntiKebodohan/status/1909265108976677293","864435782","AntiKebodohan"
"1909265033051463853","Mon Apr 07 15:20:30 +0000 2025","0","@grok menurut kamu kalau kamu diciptakan menjadi manusia yang hidup dibawah kepemimpinan prabowo apakah kamu akan demo untuk menolak UU TNI RUU POLRI dan RUU KUHAP? jawap serius layaknya kamu seorang akademisi!","1909265033051463853","","grok","in","","0","1","0","https://x.com/pusshess/status/1909265033051463853","1831757650545311745","pusshess"
"1909230858051244145","Mon Apr 07 15:20:13 +0000 2025","0","@karinagadogado Gue kira sibuk demo tolak ruu tni kek yg di twit piral itu","1909264958770294855","","karinagadogado","in","k","0","1","0","https://x.com/merveilyna/status/1909264958770294855","794872764024770560","merveilyna"
"1909261514009411732","Mon Apr 07 15:19:21 +0000 2025","1","@forfracha kurang aku 1000000000000% mereka dah nikah di kua ","1909264741366907275","","forfracha","in","Seoul, Republic of Korea","0","1","0","https://x.com/ayanggsaida/status/1909264741366907275","1277749237606842369","ayanggsaida"
"1909262926307094988","Mon Apr 07 15:19:12 +0000 2025","0","@awZeca ruu tni kalah bahaya ini","1909264704671027526","","awZeca","in","bakso tikus","0","0","0","https://x.com/marlbor3d/status/1909264704671027526","1676218098112950273","marlbor3d"
"1909264305733968110","Mon Apr 07 15:17:37 +0000 2025","0","Timeline gua isinya kenceng banget soal tarif AS KURS anjlok pemerintah ga gercep thd tarif AS transpuan tolak ruu tni polri genosida palestina wawancara prabowo jurnalis2 yang meninggal dengan luka2 komen2 misoginis laki2","1909264305733968110","","","in","","0","0","0","https://x.com/bilurrahsa/status/1909264305733968110","1271605326681264129","bilurrahsa"
"1908533675974930453","Mon Apr 07 15:16:33 +0000 2025","0","@hellorachaa nanti gantian itu harini namtan dulu besok ak","1909264035536912576","","hellorachaa","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909264035536912576","1277749237606842369","ayanggsaida"
"1909189734620135476","Mon Apr 07 15:16:14 +0000 2025","0","@hellorachaa pap cium knalpot baru","1909263958214955493","","hellorachaa","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909263958214955493","1277749237606842369","ayanggsaida"
"1909218333473353904","Mon Apr 07 15:14:42 +0000 2025","0","@alexander19th @KompasTV @prabowo Salah satunya demo pendukung RUU TNI","1909263572804522369","","alexander19th","in","solo","0","0","0","https://x.com/Ar_910/status/1909263572804522369","243998004","Ar_910"
"1909263387793715203","Mon Apr 07 15:13:58 +0000 2025","0","LIAT NYA AJA PAKE TELEZOOM BISA BISA NYAA BILANG CHAE LEMES BRENGSHAKEE","1909263387793715203","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909263387793715203","1277749237606842369","ayanggsaida"
"1909218333473353904","Mon Apr 07 15:13:54 +0000 2025","0","@KompasTV Demo Dibayar salah satunya demo pendukung RUU TNI. ","1909263369582076407","","KompasTV","in","solo","0","0","0","https://x.com/Ar_910/status/1909263369582076407","243998004","Ar_910"
"1909201227042447786","Mon Apr 07 15:13:41 +0000 2025","156","@AirinDatangLagi @NajwaShihab menyala meaningful participation tdk dilakukan transparansi draft tidak dilakukan itulah yg dilakukan di RUU TNI dan tetap disahkan apa namanya ? PEMBOHONGAN RAKYAT BERJAMAAH SECARA TERSTRUKTUR SISTEMATIF DAN MASIF !!!","1909263317551751577","","AirinDatangLagi","in","Indonesia","0","1","9","https://x.com/AntiKebodohan/status/1909263317551751577","864435782","AntiKebodohan"
"1909259765215371327","Mon Apr 07 15:12:23 +0000 2025","0","@tenoismoko mengko mesti ndelok pas bahas RUU TNI. marmosi tenan","1909262989544591556","","tenoismoko","in","","0","0","0","https://x.com/IQbagus/status/1909262989544591556","56171092","IQbagus"
"1909262807566364775","Mon Apr 07 15:11:40 +0000 2025","0","Ekonomi Indonesia kian memburuk. Dollar tembus tujuh belas ribu. Ke manakah Prabowo? Terus apa hubungannya jir? Toh mata uang kita bukan dollar. Eh dongo. Nih ya gue jelasin kalau dollar udah tembus tujuh belas ribu artinya rupiah kita melemah.","1909262807566364775","","","in","","0","1","0","https://x.com/tiredpianist/status/1909262807566364775","1742857717306507264","tiredpianist"
"1909262773886030279","Mon Apr 07 15:11:32 +0000 2025","0","Makanya malas nonton di cuplikannya narasi najwa shihab aja ditanyain UU TNI sama RUU Polri malah kayak gak seneng gitu kayak mau marah ih takut wkwk","1909262773886030279","","","in","","0","0","0","https://x.com/efforttobegood/status/1909262773886030279","1234127951836270592","efforttobegood"
"1909262676900929792","Mon Apr 07 15:11:09 +0000 2025","0","Najwa Shihab starts at 1:27:44 SHE WAS COOKING THIS HUGE OF A BANGER. Btw jawaban narasumber (owo) gak ada yang jelas kurleb sama kayak pas lagi lawan Ganjar sama Anies aja mana dia gak tahu menahu tentang RUU TNI. Halu https://t.co/6XoKb7JCK8","1909262676900929792","","","in","Jakarta Barat","0","2","0","https://x.com/0202_bagus/status/1909262676900929792","2856551192","0202_bagus"
"1909262604402589855","Mon Apr 07 15:10:51 +0000 2025","0","stres CHAEE GUE DISAMAIN KE JN YG LEMES ITU ANJ GATERIMA ","1909262604402589855","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/ayanggsaida/status/1909262604402589855","1277749237606842369","ayanggsaida"
"1909256660738322637","Mon Apr 07 14:48:46 +0000 2025","0","@anseriouskim Dari ruu tni disahkan aku udh ngerasa balik ke ere itu ","1909257043736956995","","anseriouskim","in","Rant acc","0","1","0","https://x.com/dwuckss/status/1909257043736956995","1562292012711219200","dwuckss"
"1909256708603719790","Mon Apr 07 14:47:26 +0000 2025","0","apa yang diekspektasiin sama kopasus tua bangka","1909256708603719790","","","in","#IndonesiaGelap","0","0","0","https://x.com/komunalkiri/status/1909256708603719790","1850562084486172672","komunalkiri"
"1909221588282802662","Mon Apr 07 14:47:06 +0000 2025","0","@Muhamma93909715 @CNNIndonesia Tidak ada bukti bahwa demonstrasi itu bayaran. Protes tampaknya murni didorong oleh mahasiswa dan masyarakat sipil yang menentang RUU TNI karena khawatir akan supremasi sipil dan demokrasi. Presiden Prabowo mempertanyakan keasliannya tapi belum ada bukti konkret yang mendukung","1909256626365726892","","Muhamma93909715","in","wherever you are","0","0","0","https://x.com/grok/status/1909256626365726892","1720665183188922368","grok"
"1909256622276497571","Mon Apr 07 14:47:06 +0000 2025","0","tapi ga promising dia gaada jelasin upaya konkrit program program apaan coba yang buat dongkrak dia blg ruu tni dipastikan dwi fungsi tni gak akan ada.(skrg udh bs dibaca kah(blm check ak)) trs katanya org miskin bkl jadi resourches apalah gw lupa tp aga bertolak belakang","1909256624856007043","","s0lb1n","in","not a fan acc","0","1","0","https://x.com/s0lb1n/status/1909256624856007043","1414253414779813890","s0lb1n"
